SECTOR ID;SECTOR TITLE;AREA ID;AREA TITLE;AREA CODE;SEAT ID;ROW POSITION;SEAT POSITION;ROW NUMBER;SEAT NUMBER
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;e3a745a7-cc67-4f85-ac3a-1c90b627a96a;5;17;5;13
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;c1433e1f-5b24-451d-b51e-1e3ca96fec30;1;9;1;2
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;74ef8193-b4a8-4e17-9574-204ae9c4c772;6;2;6;16
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;09d9fa21-84b3-411a-a76f-223c7a82fcfb;3;5;3;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;192c2031-4de7-414c-a8cd-22652c6f7791;7;14;7;7
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;14119c3d-40a6-4344-a8d8-233a1edeafa4;6;19;6;17
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;ba9e5166-aa5e-46ac-a5fe-23c5b7108294;10;11;10;1
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;a0a6ff59-70ef-45ee-a1e3-265b9b273af2;10;14;10;7
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;495a5851-0f17-4f03-a9a8-265eebb9d649;6;15;6;9
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;e670a6aa-8087-4510-91c2-2694659bafd8;1;14;1;7
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;75e820df-b0a1-43db-87a0-28ab5f0c65af;3;2;3;16
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;fba1195e-6b1b-4396-b6fc-2df3c73d2a5d;6;5;6;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;603bf8e2-7415-4829-b8dd-2f0e76ac3f48;8;13;8;5
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;8a316edc-b69b-46ef-aa3c-31b3c61cf20f;8;17;8;13
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;ff701c5e-1904-4176-9a86-329ee1bc63ac;2;6;2;8
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;cba460c8-1900-4114-9962-341d92aa54e3;9;11;9;1
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;45f5e259-8e88-4fdd-b33b-34cd0a637888;6;6;6;8
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;50b9c348-a449-4ceb-bef8-3614aacd242f;9;5;9;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;297b7593-1bb4-4d2a-8000-3743ffa9556f;11;19;11;17
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;1fd2d5fe-1835-4cee-8c2b-3754c5e0633e;7;15;7;9
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;b248e5a8-6e1b-4a5c-92cb-3b650be6378a;7;9;7;2
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;72805598-3abe-4627-86b5-3bf98ad04bad;5;8;5;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;93b08cd4-4cde-4ac4-b64f-3c01f1d1d9f9;11;5;11;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;bb75142d-285d-437b-a62f-3dd096f8f207;10;16;10;11
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;6121a68b-b076-451e-a12e-3e59bcee5246;9;12;9;3
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;29568a6b-96da-427b-a3ed-3f4dfd961b10;3;3;3;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;fa402e19-c029-4fbc-98d1-408ee7127967;3;7;3;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;90401673-90a3-4fe4-ba46-41fec3c90dae;10;13;10;5
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;23de1f38-e229-4817-896a-448eb97596a8;11;12;11;3
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;757b1f13-14f9-4cf3-94f9-44f06385264c;11;3;11;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;bd873fe1-1962-40ea-ab70-453dd910591d;8;18;8;15
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;3e0eda6b-3a3d-456a-9845-45aba62bdc71;9;1;9;18
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;c4ee5eee-64f8-4a01-92a9-4608fa72de18;7;5;7;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;1a128d39-5017-41e9-aa82-46a366531697;11;6;11;8
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;2ecc098f-bacf-482b-9340-4847488e5955;6;18;6;15
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;3b6d1c85-0a3d-4151-9819-493ab3b69853;2;3;2;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;e7b40981-8943-4db6-a926-4e937687a6cc;8;3;8;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;f5a0d45c-b2be-4b6d-b63c-532f0a02959c;12;6;12;8
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;a43ca4e7-d306-431c-8435-53ae47601b5f;8;12;8;3
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;47d551eb-9286-429f-9a91-5425a48ede11;11;14;11;7
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;77be649b-aa88-4b3e-bbac-572bce7db786;8;4;8;12
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;b8914d01-ef10-45e9-aad6-57511c80dd8e;11;16;11;11
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;f9b976cd-df76-4c30-af32-5807ae453ac2;4;7;4;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;af8d7648-b740-4e1c-8b89-589750ecb47d;8;15;8;9
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;a8cb80f3-db49-48a9-b849-597e14b7f6f4;9;18;9;15
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;da3f0a24-f004-49c1-8c91-5a5ebc4b44a0;10;12;10;3
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;7a996f8a-305e-4be2-9338-5b77cee50cb8;12;12;12;3
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;3d3dea70-e587-4b23-a871-5bdd778e8171;10;18;10;15
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;0f971ca6-47b4-443e-bcb5-5d08cf293a5f;5;18;5;15
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;1a163471-b110-47ce-b1ca-5eaba4138823;1;8;1;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;c5ce5b59-dd40-4d23-9ada-5f3054e65b8b;12;4;12;12
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;c1618fb3-5a97-42b6-bd44-5fe9cc325828;6;4;6;12
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;a9d7b1c6-4033-4769-b4df-60265bf8a228;1;3;1;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;31cf2ab8-e12b-472f-95cc-6044ebfa105f;9;8;9;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;f10c0529-081e-4918-947e-61bf9369d4fc;11;8;11;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;8a499c65-4278-49ae-af85-621b8c74dbb1;6;12;6;3
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;f4942d9e-1a8e-4fd3-9004-629d78395218;5;7;5;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;11f2c3d7-0da4-4bc8-a32a-66fc9142edd9;10;2;10;16
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;da07fb9e-354f-4e48-9baf-6788d0719652;9;9;9;2
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;a12d2a40-b398-4c69-a1f9-68ba4409627d;10;15;10;9
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;35350d25-c18a-47ec-9cc7-694d32a9318b;7;7;7;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;4cbf6896-0128-48a0-89b0-6a00b05f45a8;12;3;12;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;dc7b9d94-b34f-481c-949d-6c15a4d95200;9;4;9;12
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;1f371f4e-f2f8-4968-99aa-6d0f535eaa41;10;4;10;12
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;be70a77a-3491-467c-a64a-6e56f49626c1;11;4;11;12
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;0f2a15c1-5409-4a9f-ace7-70334ced148d;3;8;3;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;27db3f38-4152-4ad8-8448-70b97355c44d;8;14;8;7
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;369a8eca-d655-41d0-b31a-70f2d5eab48a;2;2;2;16
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;4c3bab68-8572-403a-a5a2-717a7a375f67;2;16;2;11
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;c4ec8c7e-92b7-4f30-9d82-71f79b02f386;2;8;2;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;b524ad9c-9822-4c77-976c-72297fc61b75;7;4;7;12
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;b9261361-a0ba-4b14-ac65-7331fdae4f75;1;7;1;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;00f87c23-e27d-48a0-94a6-752bcedc0d51;8;16;8;11
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;03e6a4b7-3afe-4444-a433-77d1695ac620;6;8;6;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;e10497c9-16f3-4c19-a040-7a2682216f11;2;7;2;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;78695449-d93d-476d-a79d-7c099e68062e;4;15;4;9
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;d0f89de6-fae4-41fd-8422-7c97d09674cb;5;13;5;5
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;bfe3c3c7-9eb0-4a77-a5b3-7c9da7097440;6;3;6;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;7baa039e-56e1-4921-b676-7d151ad4782c;6;11;6;1
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;bdd7c02b-1b81-4b98-9269-80aea90131c4;12;5;12;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;ef70c9f2-2142-44fe-9eab-80c0265f46bc;10;19;10;17
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;bf3729cf-91bb-4ba3-8717-813d0fb45527;6;17;6;13
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;805c422e-7af8-4feb-8187-816a5b8c7a85;7;8;7;4
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;fc997e42-3540-4972-8518-827e6ccba4d9;5;5;5;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;968dcb20-74b4-442a-b12d-8422d5529270;12;2;12;16
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;2046655b-a2ef-49f6-8113-85f830a0cef4;8;7;8;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;84cbecd6-455b-4a05-ae45-86e48ec4a046;10;17;10;13
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;a3170683-99e9-4cfd-b63d-8a4134f0ca8a;5;15;5;9
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;e388a11d-856e-4633-bfe1-8a7f59db3069;11;9;11;2
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;d80c2ee3-90a7-47c7-bfa0-8ab7a962874a;10;3;10;14
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;42a011eb-cfdb-496b-adc9-8b4a4ba58f2b;10;5;10;10
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;91b528e9-968d-4b5f-8324-8e4790e0d6ec;7;11;7;1
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;8104d385-2bb1-4f3f-a10f-8eea90827018;5;12;5;3
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;638ea181-f1d8-47ba-a134-910db10f9652;9;7;9;6
ed7e8b80-7848-411b-93a8-fd4c203ed298;FONDO SUR;8e15da1f-bb28-4129-bea8-005ac24f6eed;FONDO SUR VISITANTE 15;F. SUR VISITANTE 15;05c95539-4a4d-4bc1-a418-914096a6cd9c;8;2;8;16
